,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Results found,1353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sum of the Times Cited,40403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average Citations per Item,29.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h-index,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Adaptive governance of social-ecological systems,"Folke, C; Hahn, T; Olsson, P; Norberg, J",,,,ANNUAL REVIEW OF ENVIRONMENT AND RESOURCES,2005,2005,30,,,,,441,473,,10.1146/annurev.energy.30.050504.144511,,,1569,120.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,34,41,67,126,112,149,189,184,259,238,147,0
Rediscovery of traditional ecological knowledge as adaptive management,"Berkes, F; Colding, J; Folke, C",,,,ECOLOGICAL APPLICATIONS,Oct-00,2000,10,5,,,,1251,1262,,10.2307/2641280,,,1048,58.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,18,21,30,36,41,37,50,62,74,86,113,115,127,149,73,0
Considering evolutionary processes in conservation biology,"Crandall, KA; Bininda-Emonds, ORP; Mace, GM; Wayne, RK",,,,TRENDS IN ECOLOGY & EVOLUTION,Jul-00,2000,15,7,,,,290,295,,10.1016/S0169-5347(00)01876-0,,,1041,57.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,26,51,50,70,62,83,67,73,72,69,61,81,62,73,62,50,0
Ecological resilience - in theory and application,"Gunderson, LH",,,,ANNUAL REVIEW OF ECOLOGY AND SYSTEMATICS,2000,2000,31,,,,,425,439,,10.1146/annurev.ecolsys.31.1.425,,,762,42.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,15,12,15,31,28,24,35,62,66,55,63,91,86,103,69,0
"Flagships, umbrellas, and keystones: Is single-species management passe in the landscape era?","Simberloff, D",,,,BIOLOGICAL CONSERVATION,Mar-98,1998,83,3,,,,247,257,,10.1016/S0006-3207(97)00081-5,Symposium on Conservation Biology and Landscape Ecology - the Scientific Basis of a National Biodiversity Conservation Strategy,"SEP 25-26, 1995",741,37.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,24,34,43,28,36,56,54,41,45,64,32,43,36,33,31,49,51,26,0
"Evolution of co-management: Role of knowledge generation, bridging organizations and social learning","Berkes, Fikret",,,,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Apr-09,2009,90,5,,,,1692,1702,,10.1016/j.jenvman.2008.12.001,,,626,69.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,46,58,83,100,112,119,79,0
Species distribution models and ecological theory: A critical assessment and some possible new approaches,"Austin, Mike",,,,ECOLOGICAL MODELLING,JAN 10 2007,2007,200,1-Feb,,,,1,19,,10.1016/j.ecolmodel.2006.07.005,,,612,55.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,50,61,75,64,63,62,67,83,48,0
Rethinking community-based conservation,"Berkes, F",,,,CONSERVATION BIOLOGY,Jun-04,2004,18,3,,,,621,630,,10.1111/j.1523-1739.2004.00077.x,Conference of the Society-for-Conservation-Biology,"JUL, 2002",594,42.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,27,36,34,35,62,49,56,58,57,63,66,42,0
Ecological and evolutionary traps,"Schlaepfer, MA; Runge, MC; Sherman, PW",,,,TRENDS IN ECOLOGY & EVOLUTION,Oct-02,2002,17,10,,,,474,480,PII S0169-5347(02)02580-6,10.1016/S0169-5347(02)02580-6,,,585,36.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,16,21,16,39,35,31,45,36,48,48,45,74,70,52,0
Ecological and evolutionary consequences of biotic homogenization,"Olden, JD; Poff, NL; Douglas, MR; Douglas, ME; Fausch, KD",,,,TRENDS IN ECOLOGY & EVOLUTION,Jan-04,2004,19,1,,,,18,24,,10.1016/j.tree.2003.09.010,,,549,39.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,25,28,35,28,44,42,47,41,45,66,63,57,0
Managing ecosystem services: what do we need to know about their ecology?,"Kremen, C",,,,ECOLOGY LETTERS,May-05,2005,8,5,,,,468,479,,10.1111/j.1461-0248.2005.00751.x,,,547,42.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,41,28,38,36,44,41,58,61,72,54,51,0
Pollination and other ecosystem services produced by mobile organisms: a conceptual framework for the effects of land-use change,"Kremen, Claire; Williams, Neal M.; Aizen, Marcelo A.; Gemmill-Herren, Barbara; LeBuhn, Gretchen; Minckley, Robert; Packer, Laurence; Potts, Simon G.; Roulston, T'ai; Steffan-Dewenter, Ingolf; Vazquez, Diego P.; Winfree, Rachael; Adams, Laurie; Crone, Elizabeth E.; Greenleaf, Sarah S.; Keitt, Timothy H.; Klein, Alexandra-Maria; Regetz, James; Ricketts, Taylor H.",,,,ECOLOGY LETTERS,Apr-07,2007,10,4,,,,299,314,,10.1111/j.1461-0248.2007.01018.x,,,479,43.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,24,42,30,40,44,57,62,56,59,60,0
Shooting the rapids: Navigating transitions to adaptive governance of social-ecological systems,"Olsson, Per; Gunderson, Lance H.; Carpenter, Steve R.; Ryan, Paul; Lebel, Louis; Folke, Carl; Holling, C. S.",,,,ECOLOGY AND SOCIETY,Jun-06,2006,11,1,,,,,,18,,Workshop of Resilience Alliance,"MAY, 2004",404,33.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,9,13,40,26,43,51,51,52,62,38,0
Indicators of biodiversity for ecologically sustainable forest management,"Lindenmayer, DB; Margules, CR; Botkin, DB",,,,CONSERVATION BIOLOGY,Aug-00,2000,14,4,,,,941,950,,10.1046/j.1523-1739.2000.98533.x,,,403,22.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,20,18,22,16,26,24,35,29,31,25,26,26,25,41,27,0
Prospects for tropical forest biodiversity in a human-modified world,"Gardner, Toby A.; Barlow, Jos; Chazdon, Robin; Ewers, Robert M.; Harvey, Celia A.; Peres, Carlos A.; Sodhi, Navjot S.",,,,ECOLOGY LETTERS,Jun-09,2009,12,6,,,,561,582,,10.1111/j.1461-0248.2009.01294.x,,,358,39.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,38,45,52,55,38,51,40,0
Adaptive co-management and the paradox of learning,"Armitage, Derek; Marschke, Melissa; Plummer, Ryan",,,,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,Feb-08,2008,18,1,,,,86,98,,10.1016/j.gloenvcha.2007.07.002,,,342,34.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,38,23,31,49,43,49,53,40,0
Governance and the capacity to manage resilience in regional social-ecological systems,"Lebel, Louis; Anderies, John M.; Campbell, Bruce; Folke, Carl; Hatfield-Dodds, Steve; Hughes, Terry P.; Wilson, James",,,,ECOLOGY AND SOCIETY,Jun-06,2006,11,1,,,,,,19,,Workshop of Resilience Alliance,"MAY, 2004",342,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,18,33,35,38,41,42,50,39,30,0
What can genetics tell us about population connectivity?,"Lowe, Winsor H.; Allendorf, Fred W.",,,,MOLECULAR ECOLOGY,Aug-10,2010,19,15,,,,3038,3051,,10.1111/j.1365-294X.2010.04688.x,,,324,40.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,35,41,59,56,40,59,0
Does adaptive management of natural resources enhance resilience to climate change?,"Tompkins, EL; Adger, WN",,,,ECOLOGY AND SOCIETY,Dec-04,2004,9,2,,,,,,10,,,,302,21.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,9,13,17,18,24,31,28,41,49,38,23,0
Paradigm shifts in marine fisheries genetics: ugly hypotheses slain by beautiful facts,"Hauser, Lorenz; Carvalho, Gary R.",,,,FISH AND FISHERIES,Dec-08,2008,9,4,,,SI,333,362,,10.1111/j.1467-2979.2008.00299.x,,,289,28.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,25,35,29,37,35,33,42,31,0
A checklist for ecological management of landscapes for conservation,"Lindenmayer, David; Hobbs, Richard J.; Montague-Drake, Rebecca; Alexandra, Jason; Bennett, Andrew; Burgman, Mark; Cale, Peter; Calhoun, Aram; Cramer, Viki; Cullen, Peter; Driscoll, Don; Fahrig, Lenore; Fischer, Joern; Franklin, Jerry; Haila, Yrjo; Hunter, Malcolm; Gibbons, Philip; Lake, Sam; Luck, Gary; MacGregor, Chris; McIntyre, Sue; Mac Nally, Ralph; Manning, Adrian; Miller, James; Mooney, Hal; Noss, Reed; Possingham, Hugh P.; Saunders, Denis; Schmiegelow, Fiona; Scott, Michael; Simberloff, Dan; Sisk, Tom; Tabor, Gary; Walker, Brian; Wiens, John; Woinarski, John; Zavaleta, Erika",,,,ECOLOGY LETTERS,Jan-08,2008,11,1,,,,78,91,,10.1111/j.1461-0248.2007.01114.x,,,289,28.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,39,39,23,40,33,38,29,20,0
An operational model for mainstreaming ecosystem services for implementation,"Cowling, Richard M.; Egoh, Benis; Knight, Andrew T.; O'Farrell, Patrick J.; Reyers, Belinda; Rouget'll, Mathieu; Roux, Dirk J.; Welz, Adam; Wilhelm-Rechman, Angelika",,,,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,JUL 15 2008,2008,105,28,,,,9483,9488,,10.1073/pnas.0706559105,,,277,27.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,25,26,20,31,44,54,42,21,0
General management principles and a checklist of strategies to guide forest biodiversity conservation,"Lindenmayer, D. B.; Franklin, J. F.; Fischer, J.",,,,BIOLOGICAL CONSERVATION,Aug-06,2006,131,3,,,,433,445,,10.1016/j.biocon.2006.02.019,,,274,22.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,20,23,28,26,24,28,21,34,28,33,0
Reintroduction: Challenges and lessons for basic ecology,"Sarrazin, F; Barbault, R",,,,TRENDS IN ECOLOGY & EVOLUTION,Nov-96,1996,11,11,,,,474,478,,10.1016/0169-5347(96)20092-8,,,255,11.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,10,9,3,6,5,6,8,6,20,23,15,13,16,21,14,16,26,20,10,0
